Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min,Price
Jet Airways,1/05/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,08:15,25:45,1,In-flight meal not included,1,5,2019,6,30,8,15,25,45,9663
Air India,6/03/2019,Delhi,Cochin,DEL / HYD / MAA / COK,07:05,09:25,26:20,2,No Info,6,3,2019,7,5,9,25,26,20,9190
Jet Airways,27/05/2019,Delhi,Cochin,DEL / BOM / COK,15:00,19:00,28h,1,In-flight meal not included,27,5,2019,15,0,19,0,28,0,12898
GoAir,15/04/2019,Banglore,Delhi,BLR / DEL,07:45,10:40,2:55,0,No Info,15,4,2019,7,45,10,40,2,55,4632
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM / HYD,13:10,14:30,1:20,0,No Info,24,3,2019,13,10,14,30,1,20,2753
Air India,12/03/2019,Banglore,New Delhi,BLR / BOM / NAG / DEL,08:50,10:15,25:25,2,No Info,12,3,2019,8,50,10,15,25,25,12778
Air India,12/06/2019,Kolkata,Banglore,CCU / IXR / DEL / BLR,05:50,08:55,27:5,2,No Info,12,6,2019,5,50,8,55,27,5,12723
IndiGo,24/06/2019,Kolkata,Banglore,CCU / BLR,11:30,14:05,2:35,0,No Info,24,6,2019,11,30,14,5,2,35,4804
IndiGo,18/04/2019,Banglore,Delhi,BLR / DEL,20:00,22:50,2:50,0,No Info,18,4,2019,20,0,22,50,2,50,4823
Air Asia,27/06/2019,Delhi,Cochin,DEL / BLR / COK,07:55,13:25,5:30,1,No Info,27,6,2019,7,55,13,25,5,30,6152
Vistara,27/06/2019,Delhi,Cochin,DEL / COK,06:00,09:10,3:10,0,No Info,27,6,2019,6,0,9,10,3,10,6216
IndiGo,24/06/2019,Delhi,Cochin,DEL / BLR / COK,02:00,07:45,5:45,1,No Info,24,6,2019,2,0,7,45,5,45,6016
Multiple carriers,27/06/2019,Delhi,Cochin,DEL / BOM / COK,09:15,19:00,9:45,1,No Info,27,6,2019,9,15,19,0,9,45,11622
Air India,6/05/2019,Kolkata,Banglore,CCU / BBI / BOM / BLR,12:00,21:50,9:50,2,No Info,6,5,2019,12,0,21,50,9,50,10151
Jet Airways,27/03/2019,Delhi,Cochin,DEL / IXC / BOM / COK,06:20,04:25,22:5,2,No Info,27,3,2019,6,20,4,25,22,5,12273
Jet Airways,12/06/2019,Delhi,Cochin,DEL / ATQ / BOM / COK,20:00,04:25,8:25,2,In-flight meal not included,12,6,2019,20,0,4,25,8,25,12410
Jet Airways,12/03/2019,Banglore,New Delhi,BLR / BOM / DEL,05:45,08:15,26:30,1,No Info,12,3,2019,5,45,8,15,26,30,12547
Jet Airways,15/06/2019,Delhi,Cochin,DEL / BOM / COK,22:50,12:35,13:45,1,In-flight meal not included,15,6,2019,22,50,12,35,13,45,10262
Multiple carriers,9/05/2019,Delhi,Cochin,DEL / BOM / COK,11:30,19:15,7:45,1,No Info,9,5,2019,11,30,19,15,7,45,14323
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM / HYD,19:35,21:05,1:30,0,In-flight meal not included,21,6,2019,19,35,21,5,1,30,3210
Multiple carriers,3/03/2019,Delhi,Cochin,DEL / BOM / COK,10:00,21:00,11h,1,No Info,3,3,2019,10,0,21,0,11,0,16863
Multiple carriers,1/06/2019,Delhi,Cochin,DEL / BOM / COK,11:25,19:15,7:50,1,No Info,1,6,2019,11,25,19,15,7,50,8937
Jet Airways,27/03/2019,Delhi,Cochin,DEL / AMD / BOM / COK,19:10,04:25,33:15,2,No Info,27,3,2019,19,10,4,25,33,15,10929
IndiGo,9/06/2019,Delhi,Cochin,DEL / BOM / COK,10:35,01:30,14:55,1,No Info,9,6,2019,10,35,1,30,14,55,6104
SpiceJet,21/03/2019,Delhi,Cochin,DEL / MAA / COK,15:55,21:55,6h,1,No Info,21,3,2019,15,55,21,55,6,0,5511
Jet Airways,24/03/2019,Kolkata,Banglore,CCU / BOM / BLR,21:10,16:20,19:10,1,No Info,24,3,2019,21,10,16,20,19,10,13759
Air India,21/05/2019,Delhi,Cochin,DEL / NAG / BOM / COK,05:55,07:40,25:45,2,No Info,21,5,2019,5,55,7,40,25,45,11543
Jet Airways,18/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,19:10,9:35,1,No Info,18,5,2019,9,35,19,10,9,35,13067
Jet Airways,15/06/2019,Delhi,Cochin,DEL / BOM / COK,07:05,04:25,21:20,1,In-flight meal not included,15,6,2019,7,5,4,25,21,20,10262
Air India,6/06/2019,Delhi,Cochin,DEL / CCU / BOM / COK,16:55,19:15,26:20,2,No Info,6,6,2019,16,55,19,15,26,20,13591
Jet Airways,27/03/2019,Delhi,Cochin,DEL / AMD / BOM / COK,19:10,19:45,24:35,2,No Info,27,3,2019,19,10,19,45,24,35,10929
Jet Airways,27/04/2019,Banglore,Delhi,BLR / DEL,19:50,22:50,3h,0,No Info,27,4,2019,19,50,22,50,3,0,7229
Air Asia,15/05/2019,Delhi,Cochin,DEL / BLR / COK,07:55,13:25,5:30,1,No Info,15,5,2019,7,55,13,25,5,30,6451
IndiGo,3/03/2019,Chennai,Kolkata,MAA / CCU,11:35,14:00,2:25,0,No Info,3,3,2019,11,35,14,0,2,25,7295
IndiGo,3/06/2019,Banglore,Delhi,BLR / DEL,01:30,04:15,2:45,0,No Info,3,6,2019,1,30,4,15,2,45,3943
SpiceJet,15/05/2019,Banglore,Delhi,BLR / DEL,21:10,00:05,2:55,0,No check-in baggage included,15,5,2019,21,10,0,5,2,55,3573
Air India,24/06/2019,Delhi,Cochin,DEL / GOI / BOM / COK,22:00,19:15,21:15,2,No Info,24,6,2019,22,0,19,15,21,15,9181
Air India,3/03/2019,Delhi,Cochin,DEL / MAA / COK,09:45,09:25,23:40,1,No Info,3,3,2019,9,45,9,25,23,40,24017
Air India,9/03/2019,Delhi,Cochin,DEL / GOI / BOM / COK,10:55,19:15,32:20,2,No Info,9,3,2019,10,55,19,15,32,20,17476
Air India,9/04/2019,Kolkata,Banglore,CCU / HYD / BLR,19:00,11:05,16:5,1,No Info,9,4,2019,19,0,11,5,16,5,4647
IndiGo,27/05/2019,Delhi,Cochin,DEL / BOM / COK,11:25,21:00,9:35,1,No Info,27,5,2019,11,25,21,0,9,35,6314
Jet Airways,6/06/2019,Delhi,Cochin,DEL / NAG / BOM / COK,14:35,04:25,13:50,2,No Info,6,6,2019,14,35,4,25,13,50,13376
Jet Airways,18/03/2019,Banglore,New Delhi,BLR / BOM / DEL,05:45,16:10,10:25,1,No Info,18,3,2019,5,45,16,10,10,25,12284
Jet Airways,9/05/2019,Banglore,Delhi,BLR / DEL,08:20,11:20,3h,0,No Info,9,5,2019,8,20,11,20,3,0,7229
Multiple carriers,1/05/2019,Delhi,Cochin,DEL / BOM / COK,08:30,19:00,10:30,1,No Info,1,5,2019,8,30,19,0,10,30,9627
Air India,1/04/2019,Kolkata,Banglore,CCU / BBI / BOM / BLR,12:00,21:50,9:50,2,No Info,1,4,2019,12,0,21,50,9,50,9258
SpiceJet,3/06/2019,Kolkata,Banglore,CCU / BLR,09:00,11:25,2:25,0,No Info,3,6,2019,9,0,11,25,2,25,3873
SpiceJet,15/05/2019,Kolkata,Banglore,CCU / BLR,22:20,00:40,2:20,0,No check-in baggage included,15,5,2019,22,20,0,40,2,20,3841
Multiple carriers,27/05/2019,Delhi,Cochin,DEL / HYD / COK,09:45,22:30,12:45,1,No Info,27,5,2019,9,45,22,30,12,45,10486
Jet Airways,3/03/2019,Delhi,Cochin,DEL / BOM / COK,16:00,18:50,26:50,1,No Info,3,3,2019,16,0,18,50,26,50,17234
IndiGo,27/06/2019,Delhi,Cochin,DEL / BLR / COK,05:10,10:05,4:55,1,No Info,27,6,2019,5,10,10,5,4,55,6496
Multiple carriers,27/05/2019,Delhi,Cochin,DEL / BOM / COK,08:30,19:00,10:30,1,No Info,27,5,2019,8,30,19,0,10,30,9627
Air India,12/06/2019,Kolkata,Banglore,CCU / BOM / BLR,16:50,11:10,18:20,1,No Info,12,6,2019,16,50,11,10,18,20,8366
Jet Airways,27/05/2019,Delhi,Cochin,DEL / ATQ / BOM / COK,20:00,04:25,8:25,2,In-flight meal not included,27,5,2019,20,0,4,25,8,25,15318
SpiceJet,24/03/2019,Kolkata,Banglore,CCU / KNU / BLR,11:35,18:50,7:15,1,No Info,24,3,2019,11,35,18,50,7,15,9923
Jet Airways,1/04/2019,Kolkata,Banglore,CCU / GAU / BLR,10:20,17:35,7:15,1,In-flight meal not included,1,4,2019,10,20,17,35,7,15,6077
Air India,9/06/2019,Chennai,Kolkata,MAA / CCU,11:40,13:55,2:15,0,No Info,9,6,2019,11,40,13,55,2,15,4667
Multiple carriers,9/05/2019,Delhi,Cochin,DEL / BOM / COK,08:30,19:15,10:45,1,No Info,9,5,2019,8,30,19,15,10,45,8099
SpiceJet,1/05/2019,Mumbai,Hyderabad,BOM / HYD,13:15,14:45,1:30,0,No check-in baggage included,1,5,2019,13,15,14,45,1,30,2385
Multiple carriers,27/06/2019,Delhi,Cochin,DEL / IDR / BOM / COK,15:05,01:30,10:25,2,No Info,27,6,2019,15,5,1,30,10,25,15965
Jet Airways,6/05/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,18:15,11:45,1,In-flight meal not included,6,5,2019,6,30,18,15,11,45,10844
Air India,12/05/2019,Banglore,Delhi,BLR / DEL,13:20,16:10,2:50,0,No Info,12,5,2019,13,20,16,10,2,50,6121
IndiGo,24/04/2019,Banglore,Delhi,BLR / DEL,22:10,01:00,2:50,0,No Info,24,4,2019,22,10,1,0,2,50,3625
Multiple carriers,27/05/2019,Delhi,Cochin,DEL / BOM / COK,07:30,21:00,13:30,1,No Info,27,5,2019,7,30,21,0,13,30,8475
Jet Airways,27/05/2019,Delhi,Cochin,DEL / BOM / COK,07:05,19:00,11:55,1,In-flight meal not included,27,5,2019,7,5,19,0,11,55,12898
IndiGo,6/03/2019,Delhi,Cochin,DEL / MAA / COK,02:05,07:25,5:20,1,No Info,6,3,2019,2,5,7,25,5,20,10851
Air India,21/03/2019,Delhi,Cochin,DEL / BLR / COK,09:45,23:00,13:15,1,No Info,21,3,2019,9,45,23,0,13,15,5704
Vistara,18/03/2019,Banglore,New Delhi,BLR / DEL,21:10,00:05,2:55,0,No Info,18,3,2019,21,10,0,5,2,55,11598
Multiple carriers,27/05/2019,Delhi,Cochin,DEL / BOM / COK,08:30,19:15,10:45,1,No Info,27,5,2019,8,30,19,15,10,45,9149
Air India,15/06/2019,Kolkata,Banglore,CCU / BLR,20:45,23:20,2:35,0,No Info,15,6,2019,20,45,23,20,2,35,4145
GoAir,21/05/2019,Delhi,Cochin,DEL / BOM / COK,10:35,19:35,9h,1,No Info,21,5,2019,10,35,19,35,9,0,6195
IndiGo,9/05/2019,Delhi,Cochin,DEL / BOM / COK,11:25,21:00,9:35,1,No Info,9,5,2019,11,25,21,0,9,35,6979
Air India,15/03/2019,Banglore,New Delhi,BLR / DEL,13:20,16:10,2:50,0,No Info,15,3,2019,13,20,16,10,2,50,7276
SpiceJet,15/05/2019,Delhi,Cochin,DEL / PNQ / COK,08:45,13:15,4:30,1,No check-in baggage included,15,5,2019,8,45,13,15,4,30,4760
Vistara,18/06/2019,Chennai,Kolkata,MAA / CCU,17:45,20:05,2:20,0,No Info,18,6,2019,17,45,20,5,2,20,11982
IndiGo,27/03/2019,Chennai,Kolkata,MAA / CCU,22:05,00:25,2:20,0,No Info,27,3,2019,22,5,0,25,2,20,5277
Air India,9/06/2019,Delhi,Cochin,DEL / BOM / COK,20:00,07:40,11:40,1,No Info,9,6,2019,20,0,7,40,11,40,8372
IndiGo,1/04/2019,Kolkata,Banglore,CCU / BBI / BLR,19:35,23:15,3:40,1,No Info,1,4,2019,19,35,23,15,3,40,4226
IndiGo,18/06/2019,Chennai,Kolkata,MAA / CCU,19:35,21:55,2:20,0,No Info,18,6,2019,19,35,21,55,2,20,3597
Multiple carriers,15/06/2019,Delhi,Cochin,DEL / BOM / COK,08:45,21:00,12:15,1,No Info,15,6,2019,8,45,21,0,12,15,7005
Multiple carriers,9/05/2019,Delhi,Cochin,DEL / HYD / COK,07:05,16:10,9:5,1,No Info,9,5,2019,7,5,16,10,9,5,8018
Jet Airways,9/06/2019,Delhi,Cochin,DEL / BOM / COK,19:45,19:00,23:15,1,In-flight meal not included,9,6,2019,19,45,19,0,23,15,10577
Jet Airways,12/06/2019,Delhi,Cochin,DEL / IDR / BOM / COK,05:30,19:00,13:30,2,In-flight meal not included,12,6,2019,5,30,19,0,13,30,11507
Air India,9/05/2019,Delhi,Cochin,DEL / AMD / BOM / COK,05:00,19:15,38:15,2,No Info,9,5,2019,5,0,19,15,38,15,9653
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM / HYD,10:20,11:50,1:30,0,In-flight meal not included,15,3,2019,10,20,11,50,1,30,4160
Jet Airways,3/06/2019,Delhi,Cochin,DEL / BOM / COK,18:15,19:00,24:45,1,No Info,3,6,2019,18,15,19,0,24,45,14714
Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM / HYD,02:55,04:20,1:25,0,No Info,9,5,2019,2,55,4,20,1,25,5678
Air India,18/05/2019,Kolkata,Banglore,CCU / DEL / COK / BLR,07:00,01:20,18:20,2,No Info,18,5,2019,7,0,1,20,18,20,13873
Multiple carriers,27/06/2019,Delhi,Cochin,DEL / BOM / COK,10:20,19:00,8:40,1,No Info,27,6,2019,10,20,19,0,8,40,11264
Jet Airways,24/03/2019,Kolkata,Banglore,CCU / BOM / BLR,13:55,20:40,6:45,1,In-flight meal not included,24,3,2019,13,55,20,40,6,45,11134
Air Asia,21/03/2019,Delhi,Cochin,DEL / BLR / COK,16:45,22:15,5:30,1,No Info,21,3,2019,16,45,22,15,5,30,6151
Jet Airways,18/05/2019,Kolkata,Banglore,CCU / BOM / BLR,05:45,19:50,14:5,1,In-flight meal not included,18,5,2019,5,45,19,50,14,5,10844
Jet Airways,3/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,09:40,12:35,26:55,2,No Info,3,6,2019,9,40,12,35,26,55,13014
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM / HYD,10:20,11:50,1:30,0,In-flight meal not included,18,6,2019,10,20,11,50,1,30,4995
IndiGo,18/04/2019,Kolkata,Banglore,CCU / BLR,15:30,18:05,2:35,0,No Info,18,4,2019,15,30,18,5,2,35,4174
Air India,03/03/2019,Banglore,New Delhi,BLR / DEL,13:20,16:10,2:50,0,No Info,3,3,2019,13,20,16,10,2,50,12841
Jet Airways,9/05/2019,Kolkata,Banglore,CCU / DEL / BLR,17:00,21:05,28:5,1,No Info,9,5,2019,17,0,21,5,28,5,13067
Jet Airways,24/06/2019,Delhi,Cochin,DEL / BOM / COK,16:00,19:00,27h,1,In-flight meal not included,24,6,2019,16,0,19,0,27,0,10262
IndiGo,6/04/2019,Banglore,Delhi,BLR / DEL,10:10,13:00,2:50,0,No Info,6,4,2019,10,10,13,0,2,50,4423
Jet Airways,1/05/2019,Kolkata,Banglore,CCU / BOM / BLR,18:55,04:40,9:45,1,In-flight meal not included,1,5,2019,18,55,4,40,9,45,8586
Jet Airways,15/05/2019,Kolkata,Banglore,CCU / BOM / BLR,21:10,09:20,12:10,1,In-flight meal not included,15,5,2019,21,10,9,20,12,10,9663
IndiGo,15/06/2019,Delhi,Cochin,DEL / BOM / COK,16:00,21:00,5h,1,No Info,15,6,2019,16,0,21,0,5,0,6069
Air India,6/05/2019,Chennai,Kolkata,MAA / CCU,11:40,13:55,2:15,0,No Info,6,5,2019,11,40,13,55,2,15,4667
Jet Airways,9/05/2019,Delhi,Cochin,DEL / BOM / COK,21:50,19:00,21:10,1,In-flight meal not included,9,5,2019,21,50,19,0,21,10,12373
Jet Airways,9/05/2019,Kolkata,Banglore,CCU / BOM / BLR,16:30,10:05,17:35,1,No Info,9,5,2019,16,30,10,5,17,35,13941
IndiGo,27/03/2019,Mumbai,Hyderabad,BOM / HYD,06:20,07:45,1:25,0,No Info,27,3,2019,6,20,7,45,1,25,3175
Air India,9/06/2019,Delhi,Cochin,DEL / BOM / COK,21:00,19:15,22:15,1,No Info,9,6,2019,21,0,19,15,22,15,8372
Vistara,6/04/2019,Banglore,Delhi,BLR / DEL,17:00,19:35,2:35,0,No Info,6,4,2019,17,0,19,35,2,35,5613
IndiGo,18/05/2019,Delhi,Cochin,DEL / HYD / COK,07:35,22:30,14:55,1,No Info,18,5,2019,7,35,22,30,14,55,7144
Jet Airways,6/06/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,16:20,9:50,1,No Info,6,6,2019,6,30,16,20,9,50,14571
IndiGo,24/03/2019,Chennai,Kolkata,MAA / CCU,22:05,00:25,2:20,0,No Info,24,3,2019,22,5,0,25,2,20,5277
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM / HYD,10:20,11:50,1:30,0,In-flight meal not included,24,3,2019,10,20,11,50,1,30,2759
Air Asia,9/05/2019,Kolkata,Banglore,CCU / DEL / BLR,07:35,23:30,15:55,1,No Info,9,5,2019,7,35,23,30,15,55,5192
Jet Airways,9/06/2019,Delhi,Cochin,DEL / BOM / COK,07:05,19:00,11:55,1,No Info,9,6,2019,7,5,19,0,11,55,14714
Air India,1/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,12:00,19:15,7:15,2,No Info,1,6,2019,12,0,19,15,7,15,10336
Air India,24/03/2019,Kolkata,Banglore,CCU / BLR,20:45,23:20,2:35,0,No Info,24,3,2019,20,45,23,20,2,35,31945
Jet Airways,1/04/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,23:35,17:5,1,In-flight meal not included,1,4,2019,6,30,23,35,17,5,7064
Jet Airways,9/06/2019,Delhi,Cochin,DEL / BHO / BOM / COK,05:30,12:35,7:5,2,No Info,9,6,2019,5,30,12,35,7,5,14441
Multiple carriers,3/03/2019,Delhi,Cochin,DEL / BOM / COK,13:00,01:35,12:35,1,No Info,3,3,2019,13,0,1,35,12,35,17493
Jet Airways,9/06/2019,Kolkata,Banglore,CCU / BOM / BLR,20:00,22:35,26:35,1,In-flight meal not included,9,6,2019,20,0,22,35,26,35,10844
SpiceJet,1/06/2019,Mumbai,Hyderabad,BOM / HYD,05:45,07:15,1:30,0,No Info,1,6,2019,5,45,7,15,1,30,2753
Jet Airways,21/05/2019,Delhi,Cochin,DEL / BOM / COK,08:00,04:25,20:25,1,In-flight meal not included,21,5,2019,8,0,4,25,20,25,12898
Jet Airways,15/04/2019,Banglore,Delhi,BLR / DEL,18:55,22:00,3:5,0,No Info,15,4,2019,18,55,22,0,3,5,7229
Air India,3/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,12:00,07:40,19:40,2,No Info,3,6,2019,12,0,7,40,19,40,8603
Jet Airways,18/05/2019,Delhi,Cochin,DEL / JAI / BOM / COK,05:30,04:25,22:55,2,No Info,18,5,2019,5,30,4,25,22,55,15129
Jet Airways,15/06/2019,Delhi,Cochin,DEL / JDH / BOM / COK,11:40,19:00,7:20,2,No Info,15,6,2019,11,40,19,0,7,20,18804
Air Asia,21/04/2019,Delhi,Cochin,DEL / BLR / COK,07:55,22:25,14:30,1,No Info,21,4,2019,7,55,22,25,14,30,7452
SpiceJet,24/04/2019,Banglore,Delhi,BLR / DEL,09:30,12:20,2:50,0,No Info,24,4,2019,9,30,12,20,2,50,3971
IndiGo,12/06/2019,Banglore,Delhi,BLR / DEL,10:10,13:00,2:50,0,No Info,12,6,2019,10,10,13,0,2,50,3943
IndiGo,15/03/2019,Banglore,New Delhi,BLR / AMD / DEL,14:25,19:25,5h,1,No Info,15,3,2019,14,25,19,25,5,0,9165
Jet Airways,24/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,05:30,19:00,13:30,2,No Info,24,6,2019,5,30,19,0,13,30,13014
SpiceJet,21/06/2019,Banglore,Delhi,BLR / DEL,09:30,12:20,2:50,0,No Info,21,6,2019,9,30,12,20,2,50,3625
Jet Airways,24/06/2019,Delhi,Cochin,DEL / BOM / COK,16:00,12:35,20:35,1,In-flight meal not included,24,6,2019,16,0,12,35,20,35,10262
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / BOM / BLR,18:55,08:15,13:20,1,No Info,21,5,2019,18,55,8,15,13,20,14388
Multiple carriers,12/06/2019,Delhi,Cochin,DEL / BOM / COK,08:00,19:15,11:15,1,No Info,12,6,2019,8,0,19,15,11,15,15058
Air India,6/03/2019,Delhi,Cochin,DEL / BOM / COK,09:00,07:40,22:40,1,No Info,6,3,2019,9,0,7,40,22,40,14882
IndiGo,18/04/2019,Banglore,Delhi,BLR / DEL,10:10,13:00,2:50,0,No Info,18,4,2019,10,10,13,0,2,50,4591
SpiceJet,9/05/2019,Kolkata,Banglore,CCU / BLR,06:55,09:30,2:35,0,No check-in baggage included,9,5,2019,6,55,9,30,2,35,3841
Jet Airways,15/05/2019,Kolkata,Banglore,CCU / BOM / BLR,08:25,18:15,9:50,1,No Info,15,5,2019,8,25,18,15,9,50,14781
SpiceJet,9/04/2019,Kolkata,Banglore,CCU / BLR,22:20,00:40,2:20,0,No check-in baggage included,9,4,2019,22,20,0,40,2,20,3841
Multiple carriers,3/06/2019,Delhi,Cochin,DEL / BOM / COK,15:00,01:30,10:30,1,No Info,3,6,2019,15,0,1,30,10,30,13377
Jet Airways,12/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,19:30,04:25,8:55,2,No Info,12,6,2019,19,30,4,25,8,55,13014
Multiple carriers,21/05/2019,Delhi,Cochin,DEL / BOM / COK,13:00,19:15,6:15,1,No Info,21,5,2019,13,0,19,15,6,15,14848
Air India,9/05/2019,Kolkata,Banglore,CCU / BLR,20:45,23:20,2:35,0,No Info,9,5,2019,20,45,23,20,2,35,4145
IndiGo,12/06/2019,Chennai,Kolkata,MAA / CCU,07:55,10:15,2:20,0,No Info,12,6,2019,7,55,10,15,2,20,3850
Air India,24/05/2019,Kolkata,Banglore,CCU / DEL / BLR,07:00,20:25,13:25,1,No Info,24,5,2019,7,0,20,25,13,25,10413
IndiGo,3/06/2019,Delhi,Cochin,DEL / BOM / COK,15:00,01:30,10:30,1,No Info,3,6,2019,15,0,1,30,10,30,6104
IndiGo,1/06/2019,Banglore,Delhi,BLR / DEL,10:30,13:20,2:50,0,No Info,1,6,2019,10,30,13,20,2,50,3943
Jet Airways,12/06/2019,Kolkata,Banglore,CCU / BOM / BLR,21:10,08:15,11:5,1,In-flight meal not included,12,6,2019,21,10,8,15,11,5,8529
Jet Airways,24/06/2019,Delhi,Cochin,DEL / BOM / COK,22:50,12:35,13:45,1,In-flight meal not included,24,6,2019,22,50,12,35,13,45,10262
Jet Airways,18/05/2019,Kolkata,Banglore,CCU / DEL / BLR,20:25,22:05,25:40,1,No Info,18,5,2019,20,25,22,5,25,40,14151
Air Asia,9/05/2019,Kolkata,Banglore,CCU / IXR / DEL / BLR,15:10,23:30,8:20,2,No Info,9,5,2019,15,10,23,30,8,20,5192
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / BOM / BLR,14:05,04:40,14:35,1,In-flight meal not included,21,5,2019,14,5,4,40,14,35,9663
GoAir,24/04/2019,Banglore,Delhi,BLR / DEL,07:45,10:40,2:55,0,No Info,24,4,2019,7,45,10,40,2,55,4632
IndiGo,6/04/2019,Delhi,Cochin,DEL / BOM / COK,20:25,01:30,5:5,1,No Info,6,4,2019,20,25,1,30,5,5,5073
Multiple carriers,15/06/2019,Delhi,Cochin,DEL / BOM / COK,10:20,19:15,8:55,1,No Info,15,6,2019,10,20,19,15,8,55,9526
IndiGo,15/04/2019,Banglore,Delhi,BLR / DEL,04:00,06:50,2:50,0,No Info,15,4,2019,4,0,6,50,2,50,4423
IndiGo,12/05/2019,Mumbai,Hyderabad,BOM / HYD,20:05,21:40,1:35,0,No Info,12,5,2019,20,5,21,40,1,35,2227
Vistara,21/03/2019,Banglore,New Delhi,BLR / DEL,11:30,14:10,2:40,0,No Info,21,3,2019,11,30,14,10,2,40,5403
IndiGo,27/03/2019,Chennai,Kolkata,MAA / CCU,19:35,21:55,2:20,0,No Info,27,3,2019,19,35,21,55,2,20,3858
Jet Airways,9/03/2019,Delhi,Cochin,DEL / IXC / BOM / COK,13:45,18:50,29:5,2,No Info,9,3,2019,13,45,18,50,29,5,18752
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,12:00,5:30,1,In-flight meal not included,21,5,2019,6,30,12,0,5,30,9663
Jet Airways,24/06/2019,Delhi,Cochin,DEL / AMD / BOM / COK,19:10,12:35,17:25,2,No Info,24,6,2019,19,10,12,35,17,25,12819
Multiple carriers,27/03/2019,Delhi,Cochin,DEL / BOM / COK,09:00,21:00,12h,1,No Info,27,3,2019,9,0,21,0,12,0,6883
Multiple carriers,27/05/2019,Delhi,Cochin,DEL / BOM / COK,19:00,01:30,6:30,1,No Info,27,5,2019,19,0,1,30,6,30,7198
Air India,09/03/2019,Banglore,New Delhi,BLR / DEL,10:00,12:45,2:45,0,No Info,9,3,2019,10,0,12,45,2,45,7801
IndiGo,21/04/2019,Banglore,Delhi,BLR / DEL,18:25,21:20,2:55,0,No Info,21,4,2019,18,25,21,20,2,55,4823
Jet Airways,24/05/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,09:20,26:50,1,In-flight meal not included,24,5,2019,6,30,9,20,26,50,9663
Jet Airways,12/05/2019,Kolkata,Banglore,CCU / DEL / BLR,20:25,21:05,24:40,1,No Info,12,5,2019,20,25,21,5,24,40,12121
Vistara,12/05/2019,Kolkata,Banglore,CCU / DEL / BLR,20:20,23:25,27:5,1,No Info,12,5,2019,20,20,23,25,27,5,8085
IndiGo,03/03/2019,Banglore,New Delhi,BLR / IDR / DEL,13:40,18:35,4:55,1,No Info,3,3,2019,13,40,18,35,4,55,8662
Jet Airways,21/03/2019,Delhi,Cochin,DEL / BOM / COK,22:00,18:50,20:50,1,In-flight meal not included,21,3,2019,22,0,18,50,20,50,6017
SpiceJet,3/05/2019,Chennai,Kolkata,MAA / CCU,09:45,12:00,2:15,0,No check-in baggage included,3,5,2019,9,45,12,0,2,15,3859
Multiple carriers,18/05/2019,Delhi,Cochin,DEL / BOM / COK,04:55,19:15,14:20,1,No Info,18,5,2019,4,55,19,15,14,20,7564
SpiceJet,21/06/2019,Banglore,Delhi,BLR / DEL,05:55,08:35,2:40,0,No check-in baggage included,21,6,2019,5,55,8,35,2,40,3919
Jet Airways,18/05/2019,Delhi,Cochin,DEL / JAI / BOM / COK,05:30,04:25,22:55,2,No Info,18,5,2019,5,30,4,25,22,55,15129
Jet Airways,01/03/2019,Banglore,New Delhi,BLR / BOM / DEL,07:00,13:15,6:15,1,No Info,1,3,2019,7,0,13,15,6,15,26890
Jet Airways,15/04/2019,Delhi,Cochin,DEL / COK,11:00,14:15,3:15,0,In-flight meal not included,15,4,2019,11,0,14,15,3,15,5443
IndiGo,09/03/2019,Banglore,New Delhi,BLR / DEL,10:05,13:00,2:55,0,No Info,9,3,2019,10,5,13,0,2,55,6860
Jet Airways,1/04/2019,Kolkata,Banglore,CCU / BOM / BLR,14:05,20:45,6:40,1,No Info,1,4,2019,14,5,20,45,6,40,13364
Jet Airways,27/05/2019,Delhi,Cochin,DEL / BOM / COK,08:00,19:00,11h,1,In-flight meal not included,27,5,2019,8,0,19,0,11,0,12239
IndiGo,9/04/2019,Kolkata,Banglore,CCU / MAA / BLR,11:30,16:05,4:35,1,No Info,9,4,2019,11,30,16,5,4,35,4966
IndiGo,03/03/2019,Banglore,New Delhi,BLR / DEL,06:00,08:45,2:45,0,No Info,3,3,2019,6,0,8,45,2,45,6144
